product,process,company,location,region,complex,capacity_kt,year_built,age_2025,remaining_life,retirement_year_40yr,facility_lifetime,Naphtha_GJ_per_tonne,Electricity_kWh_per_tonne,LNG_GJ_per_tonne,Fuel_Gas_GJ_per_tonne,Byproduct_Gas_GJ_per_tonne,LPG_GJ_per_tonne,Fuel_Oil_GJ_per_tonne,Diesel_GJ_per_tonne,data_quality,emission_factor
PP,Utility,GS Caltex,Yeosu,Yeosu,Yeosu Complex,730,1987,38.0,2.0,2027.0,,0.0,1370.5548206537696,0.0,0,0.0,0.0,0.0,0.0,,
PP,Utility,Poly Mirae,Yeosu,Yeosu,Yeosu Complex,405,1993,32.0,8.0,2033.0,,0.0,1370.5548206537696,0.0,0,0.0,0.0,0.0,0.0,,
PP,Utility,S-Oil,Onsan,Ulsan,Ulsan Complex,550,2018,7.0,33.0,2058.0,,0.0,1370.5548206537696,0.0,0,0.0,0.0,0.0,0.0,,
PP,Utility,Daehan Oil Chemical,Onsan,Ulsan,Ulsan Complex,432,1976,49.0,-9.0,2016.0,,0.0,1370.5548206537696,0.0,0,0.0,0.0,0.0,0.0,,
PP,Utility,SK Geocentric,Ulsan,Ulsan,Ulsan Complex,400,1990,35.0,5.0,2030.0,,0.0,1370.5548206537696,0.0,0,0.0,0.0,0.0,0.0,,
PP,Utility,Ulsan PP,Ulsan,Ulsan,Ulsan Complex,600,2021,4.0,36.0,2061.0,,0.0,1370.5548206537696,0.0,0,0.0,0.0,0.0,0.0,,
PS,Utility,LG Chem,Yeosu,Yeosu,Yeosu Complex,40,1984,41.0,-1.0,2024.0,,0.0,1762.1419122691325,0.0,0,0.0,0.0,0.0,0.0,,
PS,Utility,Kumho Petrochemical,Ulsan,Ulsan,Ulsan Complex,265,1973,52.0,-12.0,2013.0,,0.0,1762.1419122691325,0.0,0,0.0,0.0,0.0,0.0,,
PS,Utility,HDC Hyundai EP,Ulsan,Ulsan,Ulsan Complex,148,1989,36.0,4.0,2029.0,,0.0,1762.1419122691325,0.0,0,0.0,0.0,0.0,0.0,,
PS,Utility,Korea INEOS Styrolution,Ulsan,Ulsan,Ulsan Complex,266,1985,40.0,0.0,2025.0,,0.0,1762.1419122691325,0.0,0,0.0,0.0,0.0,0.0,,
EPS,Utility,SH Energy Chemical,Gunsan,Other,Other Regions,100,1973,52.0,-12.0,2013.0,,0.0,1957.9354580768136,0.0,0,0.0,0.0,0.0,0.0,,
EPS,Utility,Lotte Chemical,Yeosu,Yeosu,Yeosu Complex,90,1989,36.0,4.0,2029.0,,0.0,1957.9354580768136,0.0,0,0.0,0.0,0.0,0.0,,
EPS,Utility,LG Chem,Yeosu,Yeosu,Yeosu Complex,90,1984,41.0,-1.0,2024.0,,0.0,1957.9354580768136,0.0,0,0.0,0.0,0.0,0.0,,
EPS,Utility,Kumho Petrochemical,Ulsan,Ulsan,Ulsan Complex,80,1973,52.0,-12.0,2013.0,,0.0,1957.9354580768136,0.0,0,0.0,0.0,0.0,0.0,,
EPS,Utility,HDC Hyundai EP,Ulsan,Ulsan,Ulsan Complex,80,1989,36.0,4.0,2029.0,,0.0,1957.9354580768136,0.0,0,0.0,0.0,0.0,0.0,,
EPS,Utility,BASF Korea,Ulsan,Ulsan,Ulsan Complex,85,1982,43.0,-3.0,2022.0,,0.0,1957.9354580768136,0.0,0,0.0,0.0,0.0,0.0,,
ABS,Utility,Lotte Chemical,Yeosu,Yeosu,Yeosu Complex,757,1989,36.0,4.0,2029.0,,0.0,1644.6657847845236,0.0,0,0.0,0.0,0.0,0.0,,
ABS,Utility,LG Chem,Yeosu,Yeosu,Yeosu Complex,1030,1978,47.0,-7.0,2018.0,,0.0,1644.6657847845236,0.0,0,0.0,0.0,0.0,0.0,,
ABS,Utility,Kumho Petrochemical,Ulsan,Ulsan,Ulsan Complex,290,1973,52.0,-12.0,2013.0,,0.0,1644.6657847845236,0.0,0,0.0,0.0,0.0,0.0,,
ABS,Utility,Korea INEOS Styrolution,Ulsan,Ulsan,Ulsan Complex,276,1990,35.0,5.0,2030.0,,0.0,1644.6657847845236,0.0,0,0.0,0.0,0.0,0.0,,
PVC,Utility,LG Chem,Daesan,Daesan,Daesan Complex,240,1998,27.0,13.0,2038.0,,0.0,1488.0309481383786,0.0,0,0.0,0.0,0.0,0.0,,
PVC,Utility,LG Chem,Yeosu,Yeosu,Yeosu Complex,450,1976,49.0,-9.0,2016.0,,0.0,1488.0309481383786,0.0,0,0.0,0.0,0.0,0.0,,
PVC,Utility,Hanwha Solutions,Yeosu,Yeosu,Yeosu Complex,480,1990,35.0,5.0,2030.0,,0.0,1488.0309481383786,0.0,0,0.0,0.0,0.0,0.0,,
PVC,Utility,Hanwha Solutions,Ulsan,Ulsan,Ulsan Complex,330,1966,-41.0,81.0,2106.0,,0.0,1488.0309481383786,0.0,0,0.0,0.0,0.0,0.0,,
TPA,Utility,Hanwha Impact,Daesan,Daesan,Daesan Complex,700,1997,28.0,12.0,2037.0,,0.0,783.1741832307255,0.0,0,0.0,0.0,0.0,0.0,,
TPA,Utility,Samnam Petrochemical,Yeosu,Yeosu,Yeosu Complex,1500,1990,35.0,5.0,2030.0,,0.0,783.1741832307255,0.0,0,0.0,0.0,0.0,0.0,,
TPA,Utility,Hanwha Impact,Ulsan,Ulsan,Ulsan Complex,1300,1995,30.0,10.0,2035.0,,0.0,783.1741832307255,0.0,0,0.0,0.0,0.0,0.0,,
TPA,Utility,Taekwang Industrial,Ulsan,Ulsan,Ulsan Complex,1000,1980,45.0,-5.0,2020.0,,0.0,783.1741832307255,0.0,0,0.0,0.0,0.0,0.0,,
TPA,Utility,Hyosung Chemical,Ulsan,Ulsan,Ulsan Complex,420,1997,28.0,12.0,2037.0,,0.0,783.1741832307255,0.0,0,0.0,0.0,0.0,0.0,,
CPLM,Utility,Caprolactam,Ulsan,Ulsan,Ulsan Complex,270,1974,51.0,-11.0,2014.0,,0.0,1566.348366461451,0.0,0,0.0,0.0,0.0,0.0,,
DMT,Utility,SK Chemical,Ulsan,Ulsan,Ulsan Complex,160,1989,36.0,4.0,2029.0,,0.0,783.1741832307255,0.0,0,0.0,0.0,0.0,0.0,,
EG,Utility,Lotte Chemical,Daesan,Daesan,Daesan Complex,730,2005,20.0,20.0,2045.0,,0.0,587.3806374230442,0.0,0,0.0,0.0,0.0,0.0,,
EG,Utility,Hanwha TotalEnergies,Daesan,Daesan,Daesan Complex,218,1991,34.0,6.0,2031.0,,0.0,587.3806374230442,0.0,0,0.0,0.0,0.0,0.0,,
EG,Utility,Lotte Chemical,Yeosu,Yeosu,Yeosu Complex,400,1979,46.0,-6.0,2019.0,,0.0,587.3806374230442,0.0,0,0.0,0.0,0.0,0.0,,
EG,Utility,Daehan Oil Chemical,Ulsan,Ulsan,Ulsan Complex,200,2014,11.0,29.0,2054.0,,0.0,587.3806374230442,0.0,0,0.0,0.0,0.0,0.0,,
AN,Utility,Dongseo Petrochemical,Ulsan,Ulsan,Ulsan Complex,602,1972,53.0,-13.0,2012.0,,0.0,978.9677290384068,0.0,0,0.0,0.0,0.0,0.0,,
AN,Utility,Taekwang Industrial,Ulsan,Ulsan,Ulsan Complex,290,1997,28.0,12.0,2037.0,,0.0,978.9677290384068,0.0,0,0.0,0.0,0.0,0.0,,
SBR,Utility,LG Chem,Daesan,Daesan,Daesan Complex,80,1996,29.0,11.0,2036.0,,0.0,783.1741832307255,0.0,0,0.0,0.0,0.0,0.0,,
SBR,Utility,Kumho Petrochemical,Ulsan,Ulsan,Ulsan Complex,183,1973,52.0,-12.0,2013.0,,0.0,783.1741832307255,0.0,0,0.0,0.0,0.0,0.0,,
S-SBR,Utility,LG Chem,Daesan,Daesan,Daesan Complex,80,2012,13.0,27.0,2052.0,,0.0,783.1741832307255,0.0,0,0.0,0.0,0.0,0.0,,
S-SBR,Utility,Kumho Petrochemical,Yeosu,Yeosu,Yeosu Complex,123,2012,13.0,27.0,2052.0,,0.0,783.1741832307255,0.0,0,0.0,0.0,0.0,0.0,,
S-SBR,Utility,Lotte Versalis Elastomers,Yeosu,Yeosu,Yeosu Complex,100,2018,7.0,33.0,2058.0,,0.0,783.1741832307255,0.0,0,0.0,0.0,0.0,0.0,,
SB-Latex,Utility,LG Chem,Daesan,Daesan,Daesan Complex,20,1996,29.0,11.0,2036.0,,0.0,587.3806374230442,0.0,0,0.0,0.0,0.0,0.0,,
SB-Latex,Utility,Kumho Petrochemical,Ulsan,Ulsan,Ulsan Complex,85,1983,42.0,-2.0,2023.0,,0.0,587.3806374230442,0.0,0,0.0,0.0,0.0,0.0,,
SB-Latex,Utility,Korea Trinseo,Ulsan,Ulsan,Ulsan Complex,43,1990,35.0,5.0,2030.0,,0.0,587.3806374230442,0.0,0,0.0,0.0,0.0,0.0,,
SB-Latex,Utility,Hansol Chemical,Jeonju,Other,Other Regions,60,1996,29.0,11.0,2036.0,,0.0,587.3806374230442,0.0,0,0.0,0.0,0.0,0.0,,
BR,Utility,LG Chem,Daesan,Daesan,Daesan Complex,220,1996,29.0,11.0,2036.0,,0.0,783.1741832307255,0.0,0,0.0,0.0,0.0,0.0,,
BR,Utility,Kumho Petrochemical,Yeosu,Yeosu,Yeosu Complex,275,1980,45.0,-5.0,2020.0,,0.0,783.1741832307255,0.0,0,0.0,0.0,0.0,0.0,,
NBR,Utility,LG Chem,Daesan,Daesan,Daesan Complex,65,1996,29.0,11.0,2036.0,,0.0,783.1741832307255,0.0,0,0.0,0.0,0.0,0.0,,
NBR,Utility,Kumho Petrochemical,Ulsan,Ulsan,Ulsan Complex,92,1987,38.0,2.0,2027.0,,0.0,783.1741832307255,0.0,0,0.0,0.0,0.0,0.0,,
NB-Latex,Utility,LG Chem,Yeosu,Yeosu,Yeosu Complex,205,2008,17.0,23.0,2048.0,,0.0,587.3806374230442,0.0,0,0.0,0.0,0.0,0.0,,
NB-Latex,Utility,Kumho Petrochemical,Ulsan,Ulsan,Ulsan Complex,946,2012,13.0,27.0,2052.0,,0.0,587.3806374230442,0.0,0,0.0,0.0,0.0,0.0,,
NB-Latex,Utility,Hansol Chemical,Jeonju,Other,Other Regions,28,2021,4.0,36.0,2061.0,,0.0,587.3806374230442,0.0,0,0.0,0.0,0.0,0.0,,
EPDM,Utility,Kumho Polychem,Yeosu,Yeosu,Yeosu Complex,310,1987,38.0,2.0,2027.0,,0.0,978.9677290384068,0.0,0,0.0,0.0,0.0,0.0,,
EPDM,Utility,Lotte Versalis Elastomers,Yeosu,Yeosu,Yeosu Complex,96,2018,7.0,33.0,2058.0,,0.0,978.9677290384068,0.0,0,0.0,0.0,0.0,0.0,,
Acetic Acid,Utility,Lotte INEOS Chemical,Ulsan,Ulsan,Ulsan Complex,710,1991,34.0,6.0,2031.0,,0.0,587.3806374230442,0.0,0,0.0,0.0,0.0,0.0,,
Vinyl Acetate,Utility,Lotte INEOS Chemical,Ulsan,Ulsan,Ulsan Complex,460,1996,29.0,11.0,2036.0,,0.0,783.1741832307255,0.0,0,0.0,0.0,0.0,0.0,,
Ethanol,Utility,Korea Alcohol Industrial,Ulsan,Ulsan,Ulsan Complex,70,1974,51.0,-11.0,2014.0,,0.0,1174.7612748460883,0.0,0,0.0,0.0,0.0,0.0,,
Ethyl Acetate,Utility,Korea Alcohol Industrial,Ulsan,Ulsan,Ulsan Complex,123,1989,36.0,4.0,2029.0,,0.0,587.3806374230442,0.0,0,0.0,0.0,0.0,0.0,,
Alkylbenzene,Utility,ISU Chemical,Ulsan,Ulsan,Ulsan Complex,180,1973,52.0,-12.0,2013.0,,0.0,391.58709161536274,0.0,0,0.0,0.0,0.0,0.0,,
PA,Utility,Aekyung Chemical,Ulsan,Ulsan,Ulsan Complex,210,1972,53.0,-13.0,2012.0,,0.0,587.3806374230442,0.0,0,0.0,0.0,0.0,0.0,,
PA,Utility,OCI,Pohang,Other,Other Regions,60,1983,42.0,-2.0,2023.0,,0.0,587.3806374230442,0.0,0,0.0,0.0,0.0,0.0,,
MA,Utility,Aekyung Chemical,Ulsan,Ulsan,Ulsan Complex,8,1988,37.0,3.0,2028.0,,0.0,587.3806374230442,0.0,0,0.0,0.0,0.0,0.0,,
MA,Utility,Yongsan Chemical,Ulsan,Ulsan,Ulsan Complex,38,1976,49.0,-9.0,2016.0,,0.0,587.3806374230442,0.0,0,0.0,0.0,0.0,0.0,,
MA,Utility,Korea PTG,Ulsan,Ulsan,Ulsan Complex,30,1992,33.0,7.0,2032.0,,0.0,587.3806374230442,0.0,0,0.0,0.0,0.0,0.0,,
TDI,Utility,OCI,Gunsan,Other,Other Regions,50,1990,35.0,5.0,2030.0,,0.0,3.156314199041482,0.0,0,0.0,0.0,0.0,0.0,,
TDI,Utility,BASF Korea,Yeosu,Yeosu,Yeosu Complex,160,1988,37.0,3.0,2028.0,,0.0,3.156314199041482,0.0,0,0.0,0.0,0.0,0.0,,
TDI,Utility,Hanwha Solutions,Yeosu,Yeosu,Yeosu Complex,150,1981,44.0,-4.0,2021.0,,0.0,3.156314199041482,0.0,0,0.0,0.0,0.0,0.0,,
MDI,Utility,Downing Chemical,Yeosu,Yeosu,Yeosu Complex,30,2018,7.0,33.0,2058.0,,0.0,3.156314199041482,0.0,0,0.0,0.0,0.0,0.0,,
MDI,Utility,Kumho Mitsui Chemical,Yeosu,Yeosu,Yeosu Complex,610,1992,33.0,7.0,2032.0,,0.0,3.156314199041482,0.0,0,0.0,0.0,0.0,0.0,,
MDI,Utility,BASF Korea,Yeosu,Yeosu,Yeosu Complex,250,1992,33.0,7.0,2032.0,,0.0,3.156314199041482,0.0,0,0.0,0.0,0.0,0.0,,
Phenol,Utility,LG Chem,Daesan,Daesan,Daesan Complex,360,2013,12.0,28.0,2053.0,,0.0,3.156314199041482,0.0,0,0.0,0.0,0.0,0.0,,
Phenol,Utility,Kumho P&B Chemical,Yeosu,Yeosu,Yeosu Complex,680,1980,45.0,-5.0,2020.0,,0.0,3.156314199041482,0.0,0,0.0,0.0,0.0,0.0,,
Phenol,Utility,LG Chem,Yeosu,Yeosu,Yeosu Complex,350,2005,20.0,20.0,2045.0,,0.0,3.156314199041482,0.0,0,0.0,0.0,0.0,0.0,,
Acetone,Utility,LG Chem,Daesan,Daesan,Daesan Complex,225,2013,12.0,28.0,2053.0,,0.0,3.156314199041482,0.0,0,0.0,0.0,0.0,0.0,,
Acetone,Utility,Kumho P&B Chemical,Yeosu,Yeosu,Yeosu Complex,420,1980,45.0,-5.0,2020.0,,0.0,3.156314199041482,0.0,0,0.0,0.0,0.0,0.0,,
Acetone,Utility,LG Chem,Yeosu,Yeosu,Yeosu Complex,210,2005,20.0,20.0,2045.0,,0.0,3.156314199041482,0.0,0,0.0,0.0,0.0,0.0,,
BPA,Utility,Samyang Innochem,Gunsan,Other,Other Regions,180,2012,13.0,27.0,2052.0,,0.0,3.156314199041482,0.0,0,0.0,0.0,0.0,0.0,,
BPA,Utility,LG Chem,Daesan,Daesan,Daesan Complex,165,2013,12.0,28.0,2053.0,,0.0,3.156314199041482,0.0,0,0.0,0.0,0.0,0.0,,
BPA,Utility,Kumho P&B Chemical,Yeosu,Yeosu,Yeosu Complex,450,1991,34.0,6.0,2031.0,,0.0,3.156314199041482,0.0,0,0.0,0.0,0.0,0.0,,
BPA,Utility,LG Chem,Yeosu,Yeosu,Yeosu Complex,330,2005,20.0,20.0,2045.0,,0.0,3.156314199041482,0.0,0,0.0,0.0,0.0,0.0,,
Epoxy Resin,Utility,Bluecube Chemical,Gumi,Other,Other Regions,52,1990,35.0,5.0,2030.0,,0.0,3.156314199041482,0.0,0,0.0,0.0,0.0,0.0,,
Epoxy Resin,Utility,Kukdo Chemical,Busan/Iksan/Siheung,Other,Other Regions,530,1973,52.0,-12.0,2013.0,,0.0,3.156314199041482,0.0,0,0.0,0.0,0.0,0.0,,
Epoxy Resin,Utility,Kumho P&B Chemical,Yeosu,Yeosu,Yeosu Complex,338,2019,6.0,34.0,2059.0,,0.0,3.156314199041482,0.0,0,0.0,0.0,0.0,0.0,,
Octanol,Utility,LG Chem,Naju,Other,Other Regions,125,1982,43.0,-3.0,2022.0,,0.0,3.156314199041482,0.0,0,0.0,0.0,0.0,0.0,,
Octanol,Utility,Hanwha Solutions,Yeosu,Yeosu,Yeosu Complex,152,1997,28.0,12.0,2037.0,,0.0,3.156314199041482,0.0,0,0.0,0.0,0.0,0.0,,
Butanol,Utility,LG Chem,Naju,Other,Other Regions,55,1982,43.0,-3.0,2022.0,,0.0,3.156314199041482,0.0,0,0.0,0.0,0.0,0.0,,
Butanol,Utility,Hanwha Solutions,Yeosu,Yeosu,Yeosu Complex,12,1997,28.0,12.0,2037.0,,0.0,3.156314199041482,0.0,0,0.0,0.0,0.0,0.0,,
PPG,Utility,Kumho Petrochemical,Yeosu,Yeosu,Yeosu Complex,152,1997,28.0,12.0,2037.0,,0.0,3.156314199041482,0.0,0,0.0,0.0,0.0,0.0,,
PPG,Utility,PU Core,Ulsan,Ulsan,Ulsan Complex,220,1988,37.0,3.0,2028.0,,0.0,3.156314199041482,0.0,0,0.0,0.0,0.0,0.0,,
PPG,Utility,KPX Chemical,Ulsan,Ulsan,Ulsan Complex,298,1990,35.0,5.0,2030.0,,0.0,3.156314199041482,0.0,0,0.0,0.0,0.0,0.0,,
PPG,Utility,BASF Korea,Ulsan,Ulsan,Ulsan Complex,119,1975,50.0,-10.0,2015.0,,0.0,3.156314199041482,0.0,0,0.0,0.0,0.0,0.0,,
MMA,Utility,Lotte MCC,Daesan,Daesan,Daesan Complex,90,1995,30.0,10.0,2035.0,,0.0,3.156314199041482,0.0,0,0.0,0.0,0.0,0.0,,
MMA,Utility,Lotte MCC,Yeosu,Yeosu,Yeosu Complex,97,2009,16.0,24.0,2049.0,,0.0,3.156314199041482,0.0,0,0.0,0.0,0.0,0.0,,
MMA,Utility,Lotte Chemical,Yeosu,Yeosu,Yeosu Complex,50,2013,12.0,28.0,2053.0,,0.0,3.156314199041482,0.0,0,0.0,0.0,0.0,0.0,,
MMA,Utility,LXMMA,Yeosu,Yeosu,Yeosu Complex,260,2001,24.0,16.0,2041.0,,0.0,3.156314199041482,0.0,0,0.0,0.0,0.0,0.0,,
PMMA,Utility,Lotte MCC,Yeosu,Yeosu,Yeosu Complex,110,2008,17.0,23.0,2048.0,,0.0,1762.1419122691325,0.0,0,0.0,0.0,0.0,0.0,,
PMMA,Utility,LXMMA,Yeosu,Yeosu,Yeosu Complex,120,1991,34.0,6.0,2031.0,,0.0,1762.1419122691325,0.0,0,0.0,0.0,0.0,0.0,,
PMMA,Utility,Arkema,Jinhae,Other,Other Regions,100,1999,26.0,14.0,2039.0,,0.0,1762.1419122691325,0.0,0,0.0,0.0,0.0,0.0,,
Carbon Black(CB),Utility,OCI,Gwangyang,Other,Other Regions,150,1992,33.0,7.0,2032.0,,0.0,3.156314199041482,0.0,0,0.0,0.0,0.0,0.0,,
Carbon Black(CB),Utility,HD Hyundai OCI,Daesan,Daesan,Daesan Complex,136,2018,7.0,33.0,2058.0,,0.0,3.156314199041482,0.0,0,0.0,0.0,0.0,0.0,,
Carbon Black(CB),Utility,Birla Carbon Korea,Yeosu,Yeosu,Yeosu Complex,193,1996,29.0,11.0,2036.0,,0.0,3.156314199041482,0.0,0,0.0,0.0,0.0,0.0,,
Carbon Black(CB),Utility,Orion Engineered Carbons,Yeosu,Yeosu,Yeosu Complex,170,1979,46.0,-6.0,2019.0,,0.0,3.156314199041482,0.0,0,0.0,0.0,0.0,0.0,,
Carbon Black(CB),Utility,OCI,Pohang,Other,Other Regions,40,1981,44.0,-4.0,2021.0,,0.0,3.156314199041482,0.0,0,0.0,0.0,0.0,0.0,,
Petroleum Resin,Utility,Kolon Industries,Daesan,Daesan,Daesan Complex,87,2014,11.0,29.0,2054.0,,0.0,3.156314199041482,0.0,0,0.0,0.0,0.0,0.0,,
Petroleum Resin,Utility,Kolon Industries,Yeosu,Yeosu,Yeosu Complex,50,2004,21.0,19.0,2044.0,,0.0,3.156314199041482,0.0,0,0.0,0.0,0.0,0.0,,
Petroleum Resin,Utility,Hanwha Solutions,Yeosu,Yeosu,Yeosu Complex,86,2019,6.0,34.0,2059.0,,0.0,3.156314199041482,0.0,0,0.0,0.0,0.0,0.0,,
Ethylene,Naphtha Cracker,S-Oil Shaheen,Onsan,Ulsan,,1800,2026,,,,2066.0,29.0,85.4205746214702,2.027110418853413,0,1.1230576324446726,5.223457774883809,0.0,0.0,4.0,36.0
Propylene,Naphtha Cracker,S-Oil Shaheen,Onsan,Ulsan,,770,2026,,,,2066.0,25.394594594594576,191.2697267479718,1.7752573062079895,0,1.229407787032236,4.803206853904518,0.0,0.0,4.0,36.0
Butadiene,Extraction,S-Oil Shaheen,Onsan,Ulsan,,200,2026,,,,2066.0,29.0,400.0412585578497,1.8796842065731645,0,1.1570896819126937,4.951204824192895,0.0,0.0,4.0,36.0
Benzene,BTX Extraction,S-Oil Shaheen,Onsan,Ulsan,,280,2026,,,,2066.0,0.0,36.59843431799011,1.1464400650544937,0,0.6351495474667186,2.954146560321256,0.0,0.0,4.0,36.0
HDPE,Polymerization,S-Oil Shaheen,Onsan,Ulsan,,400,2026,,,,2066.0,0.0,1370.5548206537696,0.0,0,0.0,0.0,0.0,0.0,4.0,36.0
PP,Polymerization,S-Oil Shaheen,Onsan,Ulsan,,500,2026,,,,2066.0,0.0,1370.5548206537696,0.0,0,0.0,0.0,0.0,0.0,4.0,36.0
