location,capex_investment_musd,total_annual_cost_musd,electricity_demand_twh,year,scenario
Pohang,0.0,743303.2430070761,0.0008319129530302953,2048,Shaheen (성장)
Ulsan,83.57056446819522,1957069289.182599,10.359762545748326,2048,Shaheen (성장)
Yeosu,386.4483346143973,1709460406.3657694,36.588567814410986,2048,Shaheen (성장)
Busan/Iksan/Siheung,0.0,3939507.187937505,0.004409138651060567,2049,Shaheen (성장)
Daesan,393.07257533701113,2897040670.4583406,42.59949825736937,2049,Shaheen (성장)
Gimcheon,0.0,0.0,0.0,2049,Shaheen (성장)
Gumi,0.0,386517.68636367976,0.00043259473557575364,2049,Shaheen (성장)
Gunsan,0.0,2761030.8013675734,0.003090175253481888,2049,Shaheen (성장)
Gwangyang,0.0,20880806.223478545,0.0510610368625851,2049,Shaheen (성장)
Incheon,0.0,51712982.79646095,0.1234617068669583,2049,Shaheen (성장)
Jeonju,0.0,1546070.7454547186,0.0017303789423030146,2049,Shaheen (성장)
Jinhae,0.0,1051433.3424512977,0.001176775461512208,2049,Shaheen (성장)
Naju,0.0,1337945.8374127375,0.0014974433154545318,2049,Shaheen (성장)
Onsan,681.2485364026521,4081723847.151507,71.37997979523142,2049,Shaheen (성장)
Pohang,0.0,743303.2430070761,0.0008319129530302953,2049,Shaheen (성장)
Ulsan,81.20535981343522,1957069301.9154463,11.056183916316622,2049,Shaheen (성장)
Yeosu,375.5111175970099,1709460465.5613496,39.808970602864306,2049,Shaheen (성장)
Busan/Iksan/Siheung,0.0,3939507.187937505,0.004409138651060567,2050,Shaheen (성장)
Daesan,381.62385955049615,2897040727.633127,45.97050901673209,2050,Shaheen (성장)
Gimcheon,0.0,0.0,0.0,2050,Shaheen (성장)
Gumi,0.0,386517.68636367976,0.00043259473557575364,2050,Shaheen (성장)
Gunsan,0.0,2761030.8013675734,0.003090175253481888,2050,Shaheen (성장)
Gwangyang,0.0,20880806.219526008,0.0510610368625851,2050,Shaheen (성장)
Incheon,0.0,51712982.787099674,0.1234617068669583,2050,Shaheen (성장)
Jeonju,0.0,1546070.7454547186,0.0017303789423030146,2050,Shaheen (성장)
Jinhae,0.0,1051433.3424512977,0.001176775461512208,2050,Shaheen (성장)
Naju,0.0,1337945.8374127375,0.0014974433154545318,2050,Shaheen (성장)
Onsan,661.4063460219927,4081723946.325964,77.2224025184257,2050,Shaheen (성장)
Pohang,0.0,743303.2430070761,0.0008319129530302953,2050,Shaheen (성장)
Ulsan,78.84015515867499,1957069313.6603913,11.752605286884917,2050,Shaheen (성장)
Yeosu,364.5739005796212,1709460520.1875837,43.02937339131763,2050,Shaheen (성장)
